,Company,Company LinkedIn,Company Location (State),Employee Size,Industry,Phone,Revenue,Website
4495,SMYTH AUTO PARTS,,,201-500,Motor Vehicle Manufacturing,,60M,http://www.smythautoparts.com
4497,SOLAR ATMOSPHERES,,,201-500,Manufacturing,,46M,https://www.solaratm.com
4503,SOLUTIONS THROUGH INNOVATIVE,,,201-500,Defense and Space Manufacturing,,87.5M,http://www.sti-tec.com
4512,SOUNDOFF SIGNAL,,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,32M,http://www.soundoffsignal.com/
4519,SOUTHEASTERN EQUIPMENT COMPANY,,,201-500,Machinery Manufacturing,,31.2M,http://www.southeasternequip.com
4527,SOUTHWEST GEORGIA OIL COMPANY,,,99,Retail,,295715000,http://www.swgaoil.com
4529,SPACESAVER,,,201-500,Furniture and Home Furnishings Manufacturing,,100M,https://www.spacesaver.com
4531,SPALDING,,,"501-1,000",Retail,,500M,https://www.spalding.com
4533,SPANCO,,,62,Industrial Machinery Manufacturing,,200000000,spanco.com
4535,SPANG,,,110,electrical/electronic manufacturing,,60000000,http://www.spang.com
4537,SPANG & COMPANY,,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,60M,http://www.spang.com
4539,SPANGLER CANDY,,,"501-1,000",Food and Beverage Manufacturing,,75M,https://www.spanglercandy.com
4542,SPANX,,,410,Apparel & Fashion,,400000000,http://www.spanx.com
4544,SPARK THERAPEUTICS,,,"501-1,000",Biotechnology,,93.5M,http://www.sparktx.com
4546,SPARTAN CHEMICAL,,,201-500,Chemical Manufacturing,,210M,http://www.spartanchemical.com
4548,SPARTECH CORPORATION,https://www.linkedin.com/company/27878,Missouri,seven,plastics,,250000000,spartech.com
4550,SPECIALIZED MEDICAL SERVICES,,Florida,11000,Hospital & Health Care,,35500000,specializedmed.com
4555,"SPECIALTY COATING SYSTEMS, INC.",,Indiana,210,medical devices,,143800000,scscoatings.com
4558,SPECSYS INC.,,Minnesota,52,machinery,,$59.7M,specsys.org
4560,SPECTRUM CONTROL,,,460,Defense and Space Manufacturing,,297866000,spectrumcontrol.com
4562,SPECTRUM INDUSTRIES INC.,,,150,Furniture,,49300000,spectrumfurniture.com
4564,SPI LIGHTING,,,51-200,"Appliances, Electrical, and Electronics Manufacturing",,60M,http://www.spilighting.com
4571,SPOC AUTOMATION,,,65,electrical/electronic manufacturing,,41800000,http://www.spocautomation.com
4573,SPORTECH,,,184,plastics,,32300000,sportechinc.com
4575,SPRAY PRODUCTS CORPORATION,,,120,Chemical Manufacturing,,35000000,sprayproducts.com
4577,SPRINGS WINDOW FASHIONS,,Wisconsin,5500,Mechanical Or Industrial Engineering,,516900000,springswindowfashions.com
4583,SPRINT MART,,,290,Retail,,25790000,http://www.sprintmart.com
4587,SQUIRE BOONE VILLAGE,,,55,Wholesale,,49934000,http://www.squireboonevillage.com
4593,STAHLS,,,"1,001-5,000",Manufacturing,,50M,http://www.stahls.com/home
4595,STAKES MANUFACTURING,,,201-500,Printing Services,,40.1M,http://www.stakesmfg.com
4597,STANDARD ELECTRIC CO,,Michigan,64,electrical/electronic manufacturing,,$85M,standardelectricco.com
4606,STANDARD IMAGING,,,51-200,Medical Device,,30M,http://www.standardimaging.com
4608,"STANDARD IMAGING, INC.",,Wisconsin,64,medical devices,,30000000,standardimaging.com
4611,STANDARD STEEL,,,"501-1,000",Railroad Equipment Manufacturing,,300M,http://www.standardsteel.com
4614,STANDEX ELECTRONICS,,,"501-1,000","Appliances, Electrical, and Electronics Manufacturing",,433M,http://www.standexelectronics.com
4617,STARBOARD CRUISE SERVICES,,,1600,Retail,,75000000,http://www.starboardcruise.com
4624,STATE INDUSTRIAL PRODUCTS,,,"501-1,000",Chemical Manufacturing,,187M,http://www.stateindustrial.com
4628,STAUFFER GLOVE & SAFETY,,,201-500,Manufacturing,,70.9M,https://www.stauffersafety.com
4630,STEEL CRAFT TECHNOLOGIES,,Michigan,63,mining & metals,,$30M,steelcrafttech.com
4633,STEELE SOLUTIONS,,,"501-1,000",Manufacturing,,108.6M,https://steelesolutions.com
4639,STEINWALL,,Minnesota,61,plastics,,$41.8M,steinwall.com
4647,STILES MACHINERY,,,201-500,Machinery Manufacturing,,122.2M,https://www.stilesmachinery.com
4654,STORM POWER COMPONENTS,,,150,electrical/electronic manufacturing,,35000000,http://www.stormpowercomponents.com
4656,STOUGHTON TRAILERS,,,"1,001-5,000",Transportation/Trucking/Railroad,,375M,http://www.stoughtontrailers.com
4658,STRAHMAN,,,51-200,Automation Machinery Manufacturing,,44469000,http://www.strahmangroup.com
4660,STRATA SKIN SCIENCES,,,51-200,Medical Equipment Manufacturing,,34.6M,http://www.strataskinsciences.com
4664,STRATHMORE FLOORS,,,58,Retail,,32891000,http://www.strathmorefloors.com
4666,STRATTEC,,,"501-1,000",Automotive,,472.3M,http://www.strattec.com
4668,STRATTEC SECURITY CORPORATION,,Wisconsin,640,Automotive,,492946000,strattec.com
4670,STREAMLIGHT,,,180,electrical/electronic manufacturing,,80000000,http://www.streamlight.com
4675,SUBURBAN ENTERPRISES,,Wisconsin,94,Construction,,29500000,suburbanenterprises.com
4678,SUB-ZERO,,,"1,001-5,000",Manufacturing,,170M,http://www.subzero-wolf.com
4680,SULLAIR,,Indiana,500,machinery,,390000000,sullair.com
4682,SUMMIT,,,810,Retail,,140000000,http://www.summitracing.com
4684,SUMMIT POLYMERS,,Michigan,3000,Automotive,,300000000,summitpolymers.com
4686,SUN ORCHARD,,,201-500,Food and Beverage Services,,32M,https://sunorchard.com/
4688,SUN PRINT,,,73,Retail,,49316000,http://www.sunprint.com
4690,SUN TAN CITY,,,300,Retail,,28493000,http://www.suntancity.com
4694,SUPER RADIATOR COILS,,,220,Industrial Machinery Manufacturing,,83500000,superradiatorcoils.com
4696,SUPER STEEL,,,201-500,Industrial Machinery Manufacturing,,67.6M,http://www.supersteel.com
4698,SUPERIOR FOODS CO.,,,201-500,Food and Beverage Manufacturing,,40000000,https://superiorfoods.co/
4702,SUPERIOR INDUSTRIAL SOLUTIONS,,Indiana,180,chemicals,,43408000,relyonsuperior.com
4706,SUPERIOR TIRE & RUBBER,,,201-500,Consumer Goods,,43.3M,http://www.superiortire.com
4708,SURFACE MOUNT TECHNOLOGY,,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,41.7M,http://www.teamsmt.com
4713,SURGALIGN,,,201-500,Medical Equipment Manufacturing,,87.8M,https://www.surgalign.com/
4719,SUR-SEAL,,,201-500,Industrial Machinery Manufacturing,,36.7M,http://www.sur-seal.com
4721,SUSSEK MACHINE COMPANY,,Wisconsin,83,machinery,,$35.2M,sussek.com
4723,SUTTON TRANSPORT,,,150,Transportation/Trucking/Railroad,,31008000,http://www.suttontrans.com
4727,SWF INDUSTRIAL,,Pennsylvania,97,Construction,,33900000,swfindustrial.com
4729,SWITCHBACK MEDICAL,,Minnesota,88,medical devices,,25100000,switchbackmedical.com
4734,SWITCHCRAFT CONXALL,,,"501-1,000","Appliances, Electrical, and Electronics Manufacturing",,345M,http://www.switchcraft.com/
4736,SWITCHGEAR POWER SYSTEMS,,,51-200,Industrial Machinery Manufacturing,,35M,http://www.switchgearpower.com
4738,SYBRIDGE,,,"501-1,000",Manufacturing,,250000000,http://www.sybridgetech.com
4740,SYPRIS ELECTRONICS,,,250,electrical/electronic manufacturing,,36900000,http://www.sypriselectronics.com
4742,SYSTEM SCALE CORPORATION,,Indiana,90,Industrial Automation,,$31M,system-scale.com
4744,SYSTEMS CONTROL,,,240,electrical/electronic manufacturing,,147500000,http://www.systemscontrol.com
4748,TA SYSTEMS TOTALLY AUTOMATED SYSTEMS,,Michigan,68,Industrial Automation,,48887000,ta-systems.com
4751,TACO METALS,,,201-500,Industrial Machinery Manufacturing,,35M,http://TACOMetals.com
4753,TAILORED LABEL PRODUCTS,,,51-200,Printing Services,,35M,http://www.tailoredlabel.com
4755,TALK MORE WIRELESS,,,82,Retail,,30432000,http://www.talkmorewireless.com
4757,TANIS BRUSH,,Wisconsin,69,Machinery Manufacturing,,$25.0M,tanisbrush.com
4761,TARTER FARM AND RANCH EQUIPMENT,,,"1,001-5,000",Manufacturing,,224.9M,http://www.tarterusa.com
4764,TASUS CORPORATION,,Indiana,270,Automotive,,121800000,tasus.com
4766,TAYLOR,,,201-500,Machinery Manufacturing,,315M,https://www.taylor-company.com
4770,TBP CONVERTING,,Pennsylvania,72,Construction,,28700000,tbpconverting.com
4772,TCI,,Wisconsin,79,electrical/electronic manufacturing,,$25M,transcoil.com
4777,TCLAD INC.,,Wisconsin,59,electrical/electronic manufacturing,,$54M,tclad.com
4780,TEAM INDUSTRIES,,Minnesota,5000,machinery,,412000000,team-ind.com
4782,TEAMWORK COMMERCE,,,210,Retail,,30999000,http://www.teamworkcommerce.com
4784,TECHMETALS,,,201-500,Chemical Manufacturing,,42.3M,https://www.techmetals.com
4786,TECHNICOTE,,,51-200,Packaging and Containers Manufacturing,,100M,http://www.technicote.com
4788,TECHNIPLAS,,Wisconsin,630,Automotive,,323000000,techniplas.com
4790,TEEL PLASTICS,,,201-500,Plastics Manufacturing,,40M,http://www.teel.com
4792,TEKRA,,Wisconsin,160,plastics,,$54.2M,tekra.com
4794,"TELESIS TECHNOLOGIES, INC.",,,51-200,Automation Machinery Manufacturing,,55.0M,http://www.telesis.com
4799,TELOS ALLIANCE,,,110,electrical/electronic manufacturing,,27499000,http://www.TelosAlliance.com
4807,TENERE,,,"501-1,000",Manufacturing,,66M,http://www.tenere.com
4809,"TERRA DRIVE SYSTEMS, INC.",,Indiana,51,Machinery Manufacturing,,$35.0M,tdsdrive.com
4811,TERVIS,,,280,Retail,,110000000,http://www.tervis.com
4813,TEST EQUIPMENT DISTRIBUTORS,,,51-200,Aviation and Aerospace Component Manufacturing,,44M,http://www.tedndt.com
4815,TESTEK SOLUTIONS,,,200,Aviation and Aerospace Component Manufacturing,,55000000,testek.com
4825,THE ARMOR GROUP,,,201-500,Industrial Machinery Manufacturing,,65M,http://www.thearmorgroup.com
4830,THE BETTER HEALTH MARKETS AND CAFES,,,58,Retail,,26700000,http://www.thebetterhealthstore.com
4832,THE BREWER COMPANY,,Wisconsin,110,medical devices,,33000000,brewercompany.com
4840,THE CONAIR,,,201-500,Plastics Manufacturing,,64M,https://www.conairgroup.com
4850,THE EASTWOOD COMPANY,,,120,Retail,,45526000,http://www.eastwood.com
4852,THE EVANS NETWORK OF COMPANIES,,,400,Transportation/Trucking/Railroad,,300000000,http://www.theevansnetwork.com
4858,THE FREMONT,,,201-500,Food and Beverage Manufacturing,,58.3M,http://www.fremontcompany.com
4860,THE GENIE,,,"501-1,000",Computers and Electronics Manufacturing,,100M,https://www.geniecompany.com/
4862,THE GENIE COMPANY,,,160,electrical/electronic manufacturing,,100000000,http://www.geniecompany.com
4866,THE HC COMPANIES,,,"501-1,000",Plastics Manufacturing,,80M,https://hc-companies.com/
4868,THE HERCULES TIRE & RUBBER,,,201-500,Automotive,,75.4M,http://www.herculestire.com
4872,THE KENNEDY,,,51-200,Printing Services,,36M,http://www.kennedygrp.com
4876,THE METAL WARE CORPORATION,,,201-500,Manufacturing,,8.7M,http://www.mwcorp.com
4878,THE MONTROSE AUTO GROUP,,,65,Retail,,40066000,http://www.gomontrose.com
4890,THE ORIGINAL MATTRESS FACTORY,,,200,Retail,,32400000,http://www.originalmattress.com
4892,THE PLASTEK,,,"1,001-5,000",Plastics Manufacturing,,411.5M,https://www.plastekgroup.com
4894,THE RITESCREEN COMPANY,,,201-500,Building Materials,,117.8M,http://www.ritescreen.com/
4896,THE RUSS DARROW GROUP,,,"1,001-5,000",Motor Vehicle Manufacturing,,457.4M,http://russdarrow.com
4900,THE SHEPHERD CHEMICAL,,,201-500,Chemical Manufacturing,,100M,https://www.shepchem.com
4902,THE SINGING MACHINE COMPANY,,,54,electrical/electronic manufacturing,,30232000,http://www.singingmachine.com
4904,THE SPIRATEX COMPANY,,Michigan,54,plastics,,26800000,spiratex.com
4910,THE STEP2,,,"501-1,000",Manufacturing,,177.4M,http://www.step2.com/
4912,THE STOW,,,201-500,Manufacturing,,32.7M,http://www.TheStowCompany.com
4915,"THE SUPERIOR DIE, TOOL & MACHINE CO.",,,201-500,Motor Vehicle Parts Manufacturing,,$33.3M,https://superior-dietool.com
4919,THE WARRELL,,,"501-1,000",Food and Beverage Manufacturing,,40000000,http://www.warrellcorp.com
4921,THE WILL-BURT,,,201-500,Manufacturing,,120M,http://www.willburt.com
4925,THERMAL PRODUCT SOLUTIONS,,,51-200,Mechanical Or Industrial Engineering,,68000000,https://www.thermalproductsolutions.com/
4927,THERMAL SPRAY TECHNOLOGIES,,Wisconsin,140,Machinery Manufacturing,,$62.0M,tstcoatings.com
4929,THERMA-STOR,,,201-500,Manufacturing,,41.7M,http://www.thermastor.com
4937,THIRTY-ONE GIFTS,,,7200,Retail,,150000000,http://www.mythirtyone.com
4945,THREE D METALS,,,51-200,Primary Metal Manufacturing,,31M,https://threedmetals.com/
4950,TIDI PRODUCTS,,,"1,001-5,000",Medical Equipment Manufacturing,,35M,https://www.tidiproducts.com
4955,TIER1MRO,https://www.linkedin.com/company/tier1mro,,51,"Transportation, Logistics, Supply Chain and Storage",,5100000,tier1mro.com
4957,TIGERPOLY MANUFACTURING,,,201-500,Automotive,,48.7M,http://www.tigerpoly.com
4959,TIREHUB,,,560,logistics & supply chain,,250000000,http://www.tirehub.com
4961,TIRES PLUS TOTAL CAR CARE,,,930,Retail,,48300000,http://www.tiresplus.com
4965,TOLEDO ENGINEERING CO.,,,51-200,"Glass, Ceramics and Concrete Manufacturing",,31.1M,http://www.teco.com
4968,TOLEDO TOOL AND DIE,,,201-500,Motor Vehicle Manufacturing,,43.8M,http://www.toledotool.com
4970,"TOLOMATIC, INC.",,,170,Automation Machinery Manufacturing,,50000000,tolomatic.com
4976,TOSOH SMD,,,201-500,Semiconductors,,34.8M,http://www.tosohsmd.com
4978,TOTAL MECHANICAL,,Wisconsin,170,Construction,,42800000,total-mechanical.com
4980,"TOTAL PLASTICS, INT'L",,,201-500,Plastics Manufacturing,,75000000,http://www.totalplastics.com
4984,TOTALLY PROMOTIONAL,,,201-500,Manufacturing,,51.5M,http://www.totallypromotional.com/
4993,"TP ORTHODONTICS, INC.",,Indiana,150,medical devices,,37604000,tportho.com
4995,TPC WIRE & CABLE,,,230,electrical/electronic manufacturing,,70000000,http://www.tpcwire.com
5000,TRACTOR CENTRAL,,,201-500,Machinery Manufacturing,,194.4M,http://www.tractorcentral.com
5002,TRADEHOME SHOES,,,459,Retail,,33753000,http://www.tradehome.com
5004,TRADEMARK GLOBAL,,,201-500,Manufacturing,,52.2M,http://www.TrademarkGlobal.com
5010,TRAINZ.COM,,,67,Retail,,36854000,http://www.trainz.com
5012,"TRAM, INC.",,Michigan,200,Automotive,,42183000,tramgroup.com
5016,TRANSFER EXPRESS,,,201-500,Printing Services,,70M,http://www.TransferExpress.com
5020,TRANSHIELD,,Indiana,63,Packaging & Containers,,$37.2M,transhield-usa.com
5025,TRANSNATIONAL FOODS,,,51-200,Food and Beverage Services,,104.6M,http://www.transnationalfoods.com/
5030,TRC,,,"501-1,000",Renewable Energy Semiconductor Manufacturing,,30M,http://www.trc4r.com
5033,TRENDS INTERNATIONAL,,Indiana,240,Mechanical Or Industrial Engineering,,41800000,trendsinternational.com
5036,TREW HILMOT,,Wisconsin,82,Industrial Automation,,$25M,hilmot.com
5038,TRIAD TECHNOLOGIES,,,51-200,Automation Machinery Manufacturing,,38M,http://www.triadtechnologies.com
5041,TRIBAR TECHNOLOGIES,,,"501-1,000",Motor Vehicle Manufacturing,,38.8M,http://www.tribar.com
5043,"TRICORE, INC.",,Wisconsin,170,machinery,,$25.0M,tricore.com
5046,TRIENDA,,,201-500,Packaging and Containers Manufacturing,,100M,http://www.trienda.com
5048,TRIJICON,,,201-500,Manufacturing,,75M,http://www.trijicon.com
5050,TRION INDUSTRIES,,,65,Retail,,40000000,http://www.triononline.com
5054,T-ROC,,,1300,Retail,,145800000,http://www.trocglobal.com
5056,TROMBETTA,,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,70M,http://www.trombetta.com
5058,TRONAIR,,,201-500,Aviation and Aerospace Component Manufacturing,,300M,http://www.tronair.com
5062,TROTEC LASER USA,,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,157949000,https://www.troteclaser.com/
5075,TRUENORTH STEEL,,North Dakota,270,Construction,,164600000,truenorthsteel.com
5089,TSI INCORPORATED,,,1500,Industrial Machinery Manufacturing,,133333000,tsi.com
5091,TUNNELL CONSULTING,,,51-200,Pharmaceutical Manufacturing,,48.4M,http://www.tunnellconsulting.com
5093,TUOHY FURNITURE CORPORATION,,,52,Furniture and Home Furnishings Manufacturing,,29282000,tuohyfurniture.com
5095,TURF CARE SUPPLY,,,201-500,Manufacturing,,41.8M,http://www.turfcaresupply.com/
5098,TURN 14 DISTRIBUTION,,,201-500,Motor Vehicle Manufacturing,,79.5M,http://www.turn14.com/
5100,TURNER SUPPLY,,,120,Transportation/Trucking/Railroad,,52862000,http://www.turnersupply.com
5104,TURRI'S ITALIAN FOODS,,,201-500,Food and Beverage Manufacturing,,51.5M,http://turrisitalianfoods.com
5106,TWEET/GAROT MECHANICAL,,Wisconsin,200,Construction,,58000000,tweetgarot.com
5113,TWIN DISC,,,"501-1,000",Machinery Manufacturing,,251.1M,http://www.twindisc.com
5115,"TYBER MEDICAL, LLC",,Pennsylvania,150,medical devices,,44000000,tybermedical.com
5122,TYNDALE COMPANY,,,201-500,Apparel & Fashion,,73.7M,http://www.TyndaleUSA.com
5124,TYPE ONE ENERGY GROUP,,Wisconsin,57,machinery,,$46M,typeoneenergy.com
5128,U.S. AUTOFORCE,,Wisconsin,410,Automotive,,53000000,usautoforce.com
5136,U-LINE CORPORATION,,,79,Mechanical Or Industrial Engineering,,27700000,u-line.com
5141,ULTRA MACHINING COMPANY (UMC),,Minnesota,130,machinery,,38000000,ultramc.com
5144,ULTRA-POLY CORPORATION,,Pennsylvania,62,plastics,,$27M,ultrapoly.com
5147,UNICO,,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,49.4M,https://unicous.com
5150,UNION ELECTRIC STEEL,,Pennsylvania,259,mining & metals,,27856000,uniones.com
5156,UNIQUE INDUSTRIES,,Pennsylvania,620,Mechanical Or Industrial Engineering,,51883000,favors.com
5161,UNITED ALLOY,,,201-500,Industrial Machinery Manufacturing,,75M,http://unitedalloy.com
5169,UNIVERSAL DOUGLAS,,,180,electrical/electronic manufacturing,,100000000,http://www.universaldouglas.com
5193,URBAN SCIENCE,,,"501-1,000",Motor Vehicle Manufacturing,,175M,http://www.urbanscience.com
5195,URTECH MANUFACTURING,,,67,electrical/electronic manufacturing,,35000000,http://www.urtechmfg.com
5197,US LOGISTICS LLC,https://www.linkedin.com/company/us-logistics-llc,Ohio,124,Logistics and Supply Chain,,100000000,uslfreight.com
5203,UTEC - UNIVERSAL TOOL EQUIPMENT + CONTROLS,,Michigan,54,machinery,,$25M,universaltecinc.com
5205,UTILIMASTER,,Indiana,560,Automotive,,75700000,utilimaster.com
5209,VAIL RUBBER WORKS INCORPORATED,,Michigan,57,machinery,,$71.2M,vailrubber.com
5214,VANDOR CORP,,Indiana,63,Packaging & Containers,,$29.4M,vandorcorp.com
5217,VANTAGE PLASTICS,,Michigan,74,plastics,,$80.0M,vantageplastics.com
5220,"VARIATION REDUCTION SOLUTIONS, INC. (VRSI)",,Michigan,85,Machinery Manufacturing,,$29.9M,vrs-inc.com
5222,VEKA,,,201-500,Building Materials,,91.9M,http://www.vekainc.com
5224,VENATORX PHARMACEUTICALS,,,51-200,Pharmaceutical Manufacturing,,33.8M,https://www.venatorx.com/
5226,VENTRAC,,,201-500,Machinery Manufacturing,,100M,http://www.ventrac.com
5228,VENTURE LOGISTICS,,,520,Transportation/Trucking/Railroad,,41279000,http://www.venturelogistics.com
5230,VENTURE PLASTICS,,,201-500,Plastics Manufacturing,,50.8M,http://www.ventureplastics.com
5232,VENUS FASHION,,,800,Retail,,200000000,http://www.venus.com
5234,VERANOVA,,Pennsylvania,480,Pharmaceuticals,,92300000,veranova.com
5238,VERST LOGISTICS,,,400,Transportation/Trucking/Railroad,,315000000,http://www.verstlogistics.com
5242,VES-ARTEX,,,51-200,Food and Beverage Manufacturing,,37.4M,https://www.ves-artex.com/
5245,VESTIL MANUFACTURING,,Indiana,130,machinery,,150000000,vestil.com
5247,VICTORY BREWING,,,201-500,Food & Beverages,,229.2M,http://www.victorybeer.com/
5252,VIKING ENGINEERING AND DEVELOPMENT,,Minnesota,62,machinery,,$30.0M,vikingeng.com
5254,VIKING RANGE,,,370,Consumer Goods,,212142000,http://www.vikingrange.com
5256,VIRACON,,,680,"Glass, Ceramics and Concrete Manufacturing",,400000000,viracon.com
5258,VISHAY PRECISION GROUP,,,"1,001-5,000","Appliances, Electrical, and Electronics Manufacturing",,362.6M,http://www.vpgsensors.com
5264,VISIONEERING,,,201-500,Aviation and Aerospace Component Manufacturing,,61M,http://www.vistool.com
5266,VITAL PLASTICS,,Wisconsin,61,plastics,,35200000,vitalplastics.com
5268,VITAMIX,,,"501-1,000",Manufacturing,,400M,http://www.vitamix.com
5270,VOESTALPINE ROLL FORMING CORPORATION,,Kentucky,234,mining & metals,,155600000,rfcorp.com
5274,VOLM COMPANIES,,,201-500,Packaging and Containers Manufacturing,,300M,http://www.volmcompanies.com
5277,VONCO PRODUCTS,,,51,Packaging & Containers,,45400000,vonco.com
5279,VORTEX OPTICS,,,201-500,Sporting Goods Manufacturing,,70M,http://www.vortexoptics.com
5281,VOSS AUTO NETWORK,,,"501-1,000",Motor Vehicle Manufacturing,,116.1M,http://vossauto.com
5283,VOXX INTERNATIONAL,,,420,electrical/electronic manufacturing,,517208000,http://www.voxxintl.com
5285,V-TEK INTERNATIONAL,,Minnesota,51,electrical/electronic manufacturing,,$47M,vtekusa.com
5287,VULCAN GLOBAL MANUFACTURING SOLUTIONS,,Wisconsin,62,medical devices,,30800000,vulcangms.com
5291,WABASH PLASTICS,,Indiana,59,plastics,,35500000,wabashplastics.com
5293,WAITES,,,150,Automation Machinery Manufacturing,,57100000,waites.net
5295,WALL COLMONOY,,,201-500,Manufacturing,,40000000,http://www.wallcolmonoy.com
5307,WALTERS BUILDINGS,,Wisconsin,60,Construction,,49968000,waltersbuildings.com
5309,WALTON & COMPANY,,Pennsylvania,76,machinery,,151500000,waltonco.com
5319,WARREN FABRICATING & MACHINING,,,201-500,Machinery Manufacturing,,70M,http://www.warfab.com
5321,"WARREN INDUSTRIES, INC.",,,51,Packaging & Containers,,51000000,wrnind.com
5323,WARRIOR SPORTS,,,201-500,Sporting Goods Manufacturing,,95M,http://www.warrior.com
5329,WATSON'S,,,630,Retail,,220000000,http://www.watsons.com
5331,WAUKESHA BEARINGS,,,"501-1,000",Machinery Manufacturing,,75M,http://www.waukbearing.com
5333,WAUSAU SUPPLY,,,"501-1,000",Building Materials,,62M,http://www.wausausupply.com
5335,WAUSEON MACHINE & MANUFACTURING,,,51-200,Machinery Manufacturing,,40M,http://www.wauseonmachine.com
5339,WAXMAN,,,201-500,Manufacturing,,69.6M,http://www.waxmancpg.com
5341,WB MANUFACTURING,,,67,Furniture,,56000000,wibenchmfg.com
5343,WEAS ENGINEERING,,,74,Chemical Manufacturing,,34353000,weasengineering.com
5345,WEAVER POPCORN,,Indiana,85,Food Production,,50000000,weaverpopcornmfg.com
5347,WEBER DISPLAY & PACKAGING,,Pennsylvania,89,Packaging & Containers,,$63M,weberdisplay-pkg.com
5349,WEBSTER INDUSTRIES,,,201-500,Machinery Manufacturing,,43M,http://www.websterchain.com
5351,WEILER ABRASIVES GROUP,,Pennsylvania,270,Mechanical Or Industrial Engineering,,194200000,weilerabrasives.com
5356,WEIL-MCLAIN,,Indiana,280,Mechanical Or Industrial Engineering,,55555000,weil-mclain.com
5359,"WEIMER BEARING & TRANSMISSION, INC.",,,98,Automation Machinery Manufacturing,,39612000,weimerbearing.com
5361,WEINBRENNER SHOE CO,,,201-500,Manufacturing,,59.5M,https://www.weinbrennerusa.com/index.html
5364,WEISSER DISTRIBUTING,,,75,Retail,,65100000,http://www.weisserdistributing.com
5366,WELDALL MANUFACTURING,,,201-500,Machinery Manufacturing,,68.2M,http://weldallmfg.com
5368,WELDALOY SPECIALTY FORGINGS,,Michigan,77,mining & metals,,26109000,weldaloy.com
5374,WELDED TUBES,,,51-200,Motor Vehicle Manufacturing,,31.1M,http://weldedtubes.com
5376,WELDING TECHNOLOGY CORPORATION,,Michigan,270,electrical/electronic manufacturing,,25000000,weldtechcorp.com
5380,WELLS VEHICLE ELECTRONICS,,,"501-1,000",Motor Vehicle Manufacturing,,90.7M,http://www.WellsVE.com
5382,WENTHE-DAVIDSON ENGINEERING CO.,,Wisconsin,78,machinery,,$30.4M,wenthe-davidson.com
5386,WESGARDE COMPONENTS GROUP,,,130,electrical/electronic manufacturing,,26635000,http://www.wesgarde.com
5390,WEST CHESTER PROTECTIVE GEAR,,,51-200,Manufacturing,,180.7M,http://www.westchestergear.com
5393,WESTERN STATES ENVELOPE & LABEL,,,"501-1,000",Paper and Forest Product Manufacturing,,100.0M,http://www.wsel.com
5395,WESTFALIA TECHNOLOGIES,,,51-200,Automation Machinery Manufacturing,,40M,http://www.WestfaliaUSA.com
5397,WESTINGHOUSE LIGHTING,,,51-200,"Appliances, Electrical, and Electronics Manufacturing",,111.1M,http://www.westinghouselighting.com
5399,WHIP MIX CORPORATION,,Kentucky,200,medical devices,,34100000,whipmix.com
5401,WHISKER,,,201-500,Consumer Goods,,33850000,http://whisker.com
5403,WHITE HOUSE OF MUSIC,,,79,Retail,,35000000,http://www.whitehouseofmusic.com
5405,WHITLEY MANUFACTURING,,Indiana,68,Construction,,96800000,whitleyman.com
5408,WHITWORTH TOOL INC,,Kentucky,59,machinery,,$29.6M,whittool.com
5411,"WIELAND DESIGNS, INC.",,,95,Furniture and Home Furnishings Manufacturing,,44900000,wielanddesigns.com
5415,WIHA TOOLS USA,,,58,Industrial Machinery Manufacturing,,42800000,wihatools.com
5419,WILD REPUBLIC,,,"501-1,000",Manufacturing,,34.5M,https://www.wildrepublic.com
5424,WILLOWWOOD,,,51-200,Medical Equipment Manufacturing,,65M,http://www.willowwood.com
5426,WINCRAFT,,,"501-1,000",Spectator Sports,,100M,http://www.wincraft.com/
5434,WINMARK – THE RESALE COMPANY,,,160,Retail,,83176000,http://www.winmarkcorporation.com
5436,WINNER AVIATION,,,201-500,Aviation and Aerospace Component Manufacturing,,56.6M,http://www.winner-aviation.com
5438,WINSERT,,,51-200,Motor Vehicle Manufacturing,,35M,http://www.winsert.com
5442,WIRECRAFTERS,,Kentucky,93,Mechanical Or Industrial Engineering,,47000000,wirecrafters.com
5445,WIREROPE WORKS,,Pennsylvania,52,mining & metals,,65800000,wireropeworks.com
5447,WISCO INDUSTRIES,,Wisconsin,64,mining & metals,,$27M,wiscomade.com
5449,WISCONIC,,Wisconsin,57,plastics,,$44.2M,wisconic.com
5451,WISCONSIN ALUMINUM FOUNDRY,,,"501-1,000",Manufacturing,,36.5M,http://www.wafco.com
5453,WISCONSIN DISTRIBUTORS,,,201-500,Wholesale,,131.2M,http://www.wisconsindistributors.com/
5455,WISCONSIN PLASTICS,,Wisconsin,75,plastics,,$33.8M,wisconsinplastics.com
5457,WITZENMANN USA,,Michigan,120,Mechanical Or Industrial Engineering,,25000000,witzenmann-usa.com
5461,WOLF PAVING COMPANY,,Wisconsin,67,Construction,,25000000,wolfpaving.com
5464,WOLVERINE PACKING CO.,,,"501-1,000",Food and Beverage Manufacturing,,70000000,http://www.wolverinepacking.com
5466,WOODHULL,,,84,Retail,,35000000,http://www.woodhullusa.com
